userId,username,firstName,lastName,email,password
f5bed685-132d-4041-b3df-23217d472bf0,sandraespinoza71,Sandra,Espinoza,Sandra.Espinoza@gmail.com,ng!l+3Uob9@c,client,,[],[]
63864251-6c3e-459a-8196-a0c15991810e,ronaldstewart75,Ronald,Stewart,Ronald.Stewart@hotmail.com,_pZaOtf09WbT,admin,,[],[]
25817df6-0998-4747-bbfe-041c284dcc9a,juanmurphy66,Juan,Murphy,Juan.Murphy@hotmail.com,d9E4EE_y#u$Y,admin,,[],[]
4cf7bf6a-c413-43ba-bb04-5c22f9ef1a77,johnlove50,John,Love,John.Love@hotmail.com,N_!wBhp6Hz8C,worker,,[],[]
04c29d81-2dc1-4ec5-9537-dcc4afb9e7f9,billytran16,Billy,Tran,Billy.Tran@yahoo.com,WF8&dWg+XgXU,admin,,[],[]
d3b45d0e-585f-49e5-a8c4-2716287051b2,sabrinagates54,Sabrina,Gates,Sabrina.Gates@hotmail.com,@7uMDLzoV*WI,client,,[],[]
3f9c0811-b9f0-4d87-982c-27de47f38cbb,heidiadams99,Heidi,Adams,Heidi.Adams@hotmail.com,Ha1XaSNd)_+U,company-manager,,[],[]
12c5a518-2235-4bd2-bbe8-c9543a5084ff,amandanash21,Amanda,Nash,Amanda.Nash@yahoo.com,!OQYmvlh9UYS,admin,,[],[]
f150fb22-973a-4b92-a0d1-e4e52e0a164d,donnagraves52,Donna,Graves,Donna.Graves@yahoo.com,2)hB_UByV)e6,client,,[],[]
069c5fc2-f4c5-4366-a03b-6ef319ae8ebd,stephanielopez56,Stephanie,Lopez,Stephanie.Lopez@gmail.com,mT0dDVTV*GIw,admin,,[],[]
5f22b566-19f0-4441-9dbc-fc99a6b7c8bc,adamlong63,Adam,Long,Adam.Long@hotmail.com,QN4wDzGkG*3L,company-manager,,[],[]
4e389a27-b81b-43c4-add5-6bc0d7fe7343,markmurphy45,Mark,Murphy,Mark.Murphy@hotmail.com,b5dg9KWbv$)L,company-manager,,[],[]
ae4228eb-3bf2-445a-9849-982f1de2b30d,paulwilson55,Paul,Wilson,Paul.Wilson@hotmail.com,eFN55WlY%S*#,worker,,[],[]
90cd22bd-35a1-489c-b8c8-9b66569b10e6,melissamccullough77,Melissa,Mccullough,Melissa.Mccullough@yahoo.com,2PKQjAHQ^Qu*,worker,,[],[]
b78a450d-6609-4b53-9d87-ba1168c2d667,davidbrooks99,David,Brooks,David.Brooks@hotmail.com,^Ai5h3Gd887y,client,,[],[]
6932cd62-f47d-46c9-8d12-6d81a7d30d7f,megantravis71,Megan,Travis,Megan.Travis@gmail.com,#1V3(YTb%Dhl,worker,,[],[]
c4717266-1a24-4baa-a7f0-8688e036c568,jeffpatel84,Jeff,Patel,Jeff.Patel@yahoo.com,d7ReFik%(56O,client,,[],[]
a93a95df-528f-4663-b333-420cfa4b471f,kellydaniels42,Kelly,Daniels,Kelly.Daniels@hotmail.com,j%6h$Vx#2xM6,client,,[],[]
d192e301-5628-4d27-a2a9-ad74069be313,rhondawolfe97,Rhonda,Wolfe,Rhonda.Wolfe@hotmail.com,y+y2dIXwKo&R,company-manager,,[],[]
58d6c4ad-5fb9-47c6-be39-0dd734e0cd50,candicegonzalez64,Candice,Gonzalez,Candice.Gonzalez@yahoo.com,ONTCyfrT&707,client,,[],[]
